default_code;product_tmpl_id;id;volume;weight
M0251606/03;25576;56747;;
78375207;7211;14216;;
78375208;7212;14217;;
M0251604/9;25566;56734;;
78375278;7225;14228;;
4302802/15;5283;9131;;
2401940/2;25285;62041;;
78375284;7228;14233;;
4727616;2842;4955;;
9887509;3985;8703;;
78375103;7206;14212;;
PR/91269;28921;93778;;
7857418/MM25;6532;12505;;
1177582/JA;41526;90684;;
2279202/XXL;3960;8639;;
71390012/XL;43710;95815;;
M0835191;37162;81861;;
1093306/18;28921;93779;;
71390012/XXL;43710;95817;;
7857419;6368;12064;;
1163808;3416;6404;;
M0811840/01;32348;83533;;
3897601;2849;4962;;
1183601;8983;19372;;
M0251606/04;25576;56748;;
1859201/XL;8899;19015;;
PR/91271;28921;93780;;
1001506/02;11220;66441;;
5518933/38;10466;79028;;
7411837/P06;28628;72004;;
1001506/05;11220;66439;;
4160605;29837;66060;;
M0251603/8;25577;56753;;
43033207/12;30404;67330;;
1313900;26813;59366;;
1169702/L;11709;25833;;
1001663/T;14559;64944;;
1080641;25096;55082;;
M0251606/07;25576;56751;;
1058408/4546;6544;12547;;
M0810620;30204;66868;;
M0290205;27714;61404;;
4785939;9375;20449;;
M0251603/10;25577;56754;;
1705119;34655;76278;;
1859203/02;8935;19192;;
1080633;25096;55081;;
M0251603/3;25577;56755;;
M0516102/243;33449;73805;;
7410643;18384;39233;;
1177582/BL;41526;90686;;
M0251606/06;25576;56750;;
1080662;25128;54969;;
43033207/14;30404;67331;;
2226211/SA;34546;76101;;
1177582/RO;41526;90685;;
1705201;3388;6371;;
PR/91272;28921;93781;;
1080602;25101;55085;;
1080668;25115;55091;;
1080669;25115;55090;;
21810135;41502;90635;;
1801601/SYM;9890;61799;;
21810136;41503;90636;;
21810144;41511;90644;;
21810145;41512;90645;;
4291809/597;35345;78019;;
2180614;14852;49493;;
M0645152;35790;79152;;
M0093010;10644;23488;;
M0071597/13;5764;72885;;
4333801;34907;76820;;
1001317/14;14534;30907;;
M0251603/4;25577;56756;;
M0251603/6;25577;56758;;
1859203/08;8935;19189;;
PR/8545;25102;54943;;
M0251603/7;25577;56759;;
1315300;26816;59369;;
M0251606/10;25576;56746;;
4266005;31929;70873;;
1080658;25123;54964;;
43033209/14;30404;67335;;
M0251603/9;25577;56760;;
M0251611/4;25621;56846;;
1001318/15;14532;30899;;
1080657;25121;54962;;
7139023/L;8746;18478;;
1080659;25095;54936;;
M0251606/09;25576;56752;;
9111625/07;15122;34328;;
1169318/XXL;29921;66339;;
9111626/09;15123;34330;;
M0251603/5;25577;56757;;
7139091/10;33551;74053;;
6431442/25;36249;79975;;
9816094;38141;83784;;
43033209/12;30404;67334;;
1554303;32893;72681;;
1093301/ST;5862;10882;;
1080666;25109;54950;;
7139377/XXL;8819;95813;;
1080671;25320;55738;;
7139023/M;8746;18477;;
M0648906/48;24665;54457;;
9111715/35;15139;34402;;
66825394/U;18880;41412;;
66825394/IN;18880;58810;;
M0071561/15;5742;10523;;
M0071202/22-08;5463;9625;;
1091918;42959;93782;;
2180636;14861;33221;;
2283910;37322;82188;;
PR/1254;18807;40601;;
1001654/4;14564;30993;;
4428941/54;30931;68503;;
PR/5851;18805;40599;;
PR/1258;18806;40600;;
4700588;35277;77837;;
M0251607/4;25498;56594;;
PR/21321;18808;40602;;
M0291606/29;21441;47050;;
1859210/M;8903;18993;;
PR/12544;18809;40603;;
1001673/SI;14567;30997;;
M0648908/M;24666;54458;;
7856803;5253;9089;;
M0747707/AR;3252;6155;;
7139023/S;8746;18476;;
M0251608/4;25498;56595;;
2117704;7850;15645;;
PR/66258;8418;68862;;
M0835128/71;38692;84814;;
2180237;14776;33392;;
5341508/10;35821;79218;;
1739489/55;38976;85396;;
1887405;36677;80894;;
47859012;9309;20382;;
6156832;7779;15398;;
M0810548/29;16427;66895;;
4700218;17520;37642;;
6431131/25;28522;63382;;
6431133/15;28646;63370;;
5473917;42962;93785;;
PR/80703;28984;83266;;
2226303;27066;59789;;
7139023/XL;8746;18479;;
7411878/016;34251;75519;;
M0698907/46;33247;73419;;
2180814;14869;33229;;
7393810/02;16917;36671;;
9111715/46;15139;52803;;
M02933904;12706;90698;;
6156845;7795;15441;;
6156807;7801;15449;;
M0666801;9840;21744;;
5465506/7;23968;53011;;
M0666803;9840;21745;;
8007628;29995;66508;;
8761603/291;16918;54030;;
47859041/O;8318;16543;;
6156839;7788;15423;;
1181885/53;30461;67498;;
1181885/50;30461;67499;;
1181885/71;30461;67501;;
1181885/73;30461;67502;;
1181885/25;30461;67503;;
1271801/060;28343;62599;;
1315301;26817;59370;;
1271703/008;9162;86218;;
M0291605/63;21442;47054;;
1879346/XXL;35798;79180;;
8761603/238;16918;54031;;
8007624;29991;66504;;
6156817/15;7803;15457;;
47859062;9336;20410;;
M0648909/XXL;24667;54463;;
2401804/mt;28065;62060;;
6156835;7800;15448;;
1093881;41532;90692;;
4264738;12079;26947;;
M0290815;21768;47946;;
1891104/40;32648;72226;;
8761603/219;16918;54034;;
M0170805;6464;12332;;
1001401;13875;29985;;
M0811019;18560;40045;;
54653051;35376;78085;;
1426001;30482;67533;;
2279203/L;2756;4724;;
4173911;42963;93786;;
1163650;31484;69886;;
1058409/45-46;6545;12553;;
7411847/50;26334;75543;;
1163823/43;3231;6119;;
1001450/08;14537;30934;;
8761606/R33;16921;36677;;
4700201;30094;66715;;
1385921;22186;49027;;
M0170811;6460;12320;;
1797619;5178;9010;;
8007617;29986;66499;;
1705117;3376;6359;;
M0648910/XL;24668;54468;;
80076331;7493;14498;;
5341508/06;35821;79220;;
8761604/234;16919;54035;;
8007619;29987;66500;;
1001316/18;14534;30908;;
8007620;29988;66501;;
4701855/NP;28180;62262;;
1797620;5179;9011;;
7139091/14;33551;74050;;
5466027;12560;27455;;
M0811601/50;18499;39773;;
4303362/pi;5378;9374;;
1315418;26850;59403;;
6431134/33;29511;69930;;
6431745/RO;38283;93788;;
78574200;5505;9823;;
1801804/C588;11764;26136;;
M0811601/72;18499;39771;;
11818028/SW04;38391;84293;;
8007615;29984;66497;;
1093992;41527;90687;;
1707510/80;3917;8527;;
1093993;41528;90688;;
1181820/MCC4084;32929;72776;;
1706018;42964;93790;;
6431745/SB;38283;93787;;
1891104/35;32648;72225;;
2184506;27790;61519;;
7139538/RE;43715;95820;;
47010055;32436;71781;;
9111717/40;15141;34413;;
M0656706/09;33429;73780;;
M0811118;33782;74510;;
6432120;37449;82389;;
M0666732/44;8278;16413;;
2181744/UP;32020;70996;;
4264706;12061;26929;;
1416501;39342;86198;;
4303362/cr;5378;9373;;
1797621;5180;9012;;
M0648912/70648;24670;54474;;
4701605/D9;17375;37859;;
M0747612;3243;6142;;
M0293042;28057;62045;;
1113305/TF;18719;40618;;
M0516586;37495;82466;;
1001318/10;14532;30898;;
M0810593;16427;75340;;
2255450/5;8401;68169;;
M0290816;21768;47947;;
M0383698;34881;76779;;
M0021516/3;8300;16504;;
PR/18635;6854;21172;;
2351602/RE;14500;30654;;
M0516102/270;33449;73806;;
1739489/56;38976;85395;;
2181310/2140;31241;85500;;
8761605/536;16920;36749;;
1001686/2;14585;31041;;
M0811605/FTF;18500;39777;;
4936402;13782;29831;;
1093996;41531;90691;;
4264707;12062;26930;;
8761605/528;16920;36750;;
47005118;17566;38350;;
1093995;41530;90690;;
2227507;27071;59794;;
1891104/50;32648;72228;;
9111718/35;15142;34431;;
1001450/04;14537;30933;;
M0837470/19;35271;77824;;
PR/18636;6854;21173;;
PR/18650;6854;21187;;
PR/18651;6854;21188;;
PR/18652;6854;21189;;
PR/18656;6854;21193;;
78574094/O;30598;67757;;
78574201;5508;9826;;
4701602/C;17378;37864;;
M0291614/PY;21450;46406;;
4785937;9371;20444;;
2255474/07;32175;86999;;
6431724/HT;31697;93789;;
4937520;13819;29868;;
2180544;32006;70981;;
2423102;13686;29735;;
7139091/16;33551;74051;;
78574202;5500;9815;;
4429052/XXL;39295;86043;;
1181758/06;8516;17236;;
1739489/57;38976;85391;;
2423101;13685;29734;;
M0171889/TR;6854;13357;;
1416502;39343;86199;;
1090633;41533;90693;;
2255476/01;35600;78764;;
4027605;30564;67671;;
M0813921;32797;72502;;
1001632;36885;81270;;
M0071203/22-06;5465;9635;;
M0699036/38;37728;82905;;
2351602/GO;14500;30656;;
4509304/XXL;13861;29966;;
M0291369/20;29059;82698;;
M0171889/RT;6854;13352;;
M02933079;21882;46838;;
4700592;17554;37676;;
1161424/100;2935;5208;;
21810058;36795;81089;;
M0698021/PF40;3467;6589;;
2180165;36799;81092;;
1613836/15;23794;52378;;
PR/57592;6854;60176;;
PR/57593;6854;60177;;
PR/57594;6854;60178;;
PR/18659;6854;21196;;
PR/18660;6854;21197;;
1093949;35569;78667;;
M02933608;41536;90697;;
1801609/GO;9891;61801;;
4849343/XXXL;33845;74637;;
9111718/40;15142;34436;;
M0648914/M;24671;54481;;
2351601/GO;14500;30655;;
2181804/RT;32016;70991;;
1271703/04;9162;19974;;
M0810549;16427;66894;;
M0648914/VL;24671;54484;;
4418423/41;35068;77300;;
M0811787;32795;72500;;
4155508/5;2613;4430;;
43033092/p;5516;9848;;
1833303/25;5774;10633;;
M0021519/2;8302;16517;;
6431918/04;41849;91441;;
1706701/11;37357;82238;;
2180543;32005;70980;;
4418423/43;35068;77301;;
2401332/10;25281;66407;;
1081105/19;25158;55694;;
7139091/18;33551;74052;;
7856930;5333;9266;;
2423113;13692;29741;;
4935407/8;22940;50394;;
2035107/71;23045;50728;;
1181747/YAB;8523;17262;;
4700918;32653;72235;;
1181756/004;8522;17253;;
M0837470/24;35271;85056;;
1859213/L;37930;83366;;
47010041;16057;35474;;
1079003/XXL;12703;27638;;
M0291619/4;21801;48090;;
1180501;29226;64681;;
6431731/RT;35605;93791;;
1181756/52;8522;17255;;
1181756/GS;8522;17257;;
6117614/SA;22261;49142;;
M0291206/10-14;22044;48748;;
1613836/12;23794;52379;;
78574209/13M;6530;12492;;
M0699036/40;37728;82909;;
1163843/25;3259;6181;;
6432926;40751;89001;;
6431730/MA;35534;93793;;
9925410;36126;79679;;
4701602/A;17378;37865;;
5341808/E;23669;52016;;
1181747/020;8523;17263;;
7139092/M;33552;74055;;
M0646010;9757;21557;;
2283911;37323;82189;;
PR/75406;35333;77989;;
1181768/048;8528;17300;;
1181750/WA;8525;17290;;
1723315/603;13178;29187;;
43033083;30390;67287;;
1181766/03;8530;17322;;
PR/82415;10486;84976;;
M0516587;37493;82464;;
PR/69124;3841;71715;;
5341814/FR;23672;84237;;
1611336/8;23835;52554;;
2283912;37327;82193;;
PR/69125;3841;71716;;
2255476/04;35600;95821;;
1859301/04;29175;75878;;
64339098;42022;91782;;
4700903;16043;35460;;
M0516512;16573;35990;;
43033107;30392;67289;;
1315512;26864;59417;;
4264724;12071;26939;;
4701092;17299;37421;;
M0835617;37164;81863;;
12999015;34718;76439;;
2226408;27068;59791;;
64338112;27664;61336;;
2279203/M;2756;4725;;
M0291206/12-12;22044;48754;;
M02933696;12704;27652;;
9111719/10;15143;34446;;
6433644;11201;24810;;
2180668;36800;81093;;
M0290110;27863;61621;;
M02933905;41537;90699;;
1080245;25077;55045;;
M0749480;39172;85789;;
1080617;25097;55084;;
M0666258;29821;66033;;
2283913;37328;82194;;
M0043919;6951;13657;;
4418423/45;35068;77302;;
M0516101/38;33448;73801;;
M0819002/L;18489;39747;;
2035147/71;23043;50721;;
2283914;37330;82196;;
1181763/GW;8531;17328;;
4785943;9379;20452;;
M0291206/12-14;22044;48749;;
M0043908;6959;13673;;
1080614;25097;55083;;
1739489/58;38976;85392;;
7322402;3804;13533;;
6431138/20;28522;64483;;
1163902;3500;6749;;
1315602;26870;59423;;
1315611;26879;59432;;
1181766/01;8530;17324;;
7139092/XXXL;33552;74059;;
8761821/PR;16968;36910;;
M0698907/48;33247;73420;;
M0290601;29109;64457;;
M01710165;6507;12385;;
M0173025;7937;15795;;
74118006/M07;26298;58007;;
1080684;25110;55089;;
54653071;39344;86200;;
1080655;25130;54971;;
6438202/44;41055;89669;;
2226207/CE;27101;59840;;
M0291207/12-16;29094;64411;;
M0290673/36;27711;61405;;
6431841/HP;37995;83492;;
4897512/300;4021;8751;;
1212601/1;30856;68303;;
M06560906;43716;95822;;
M0043666;6989;13712;;
M0648505/43;42966;93796;;
7139092/XL;33552;74057;;
1707442/14;38808;85037;;
1707466;42707;93794;;
5341909;32333;71587;;
4700599;35278;77838;;
M0291207/14-12;29094;64412;;
M0043806;6982;13703;;
6117614/TR;22261;49145;;
M0043802;6984;13705;;
1080656;25131;54972;;
7139093/10;33550;78312;;
1001453;29785;65982;;
PR/82416;10486;84977;;
4557404;36124;79675;;
4828524/45;38874;85148;;
M0516562;34770;76513;;
1319201;27347;60511;;
2035180/66;23024;50644;;
M02915107/300;22021;65617;;
4935407/9;22940;50395;;
5341808/FS;23669;52013;;
4700601;30107;66738;;
1859301/08;29175;64597;;
1859301/14;29175;64600;;
M0290599;21739;47890;;
2181744/CH;32020;70997;;
M0322809;4010;8735;;
1299895;34729;76450;;
78574209/13N;6530;12493;;
4048402/43;22294;49312;;
4362806;25744;57083;;
1859301/16;29175;64601;;
1001502/1;14541;30942;;
M02915107/080;22021;48632;;
4291419/344;11645;25575;;
1778002/42;11469;25298;;
M0745270;43717;95823;;
1177567/90;38909;85228;;
1177409;42820;93482;;
1080649;25110;55088;;
6433822/56;23459;51592;;
M01710029;30228;66938;;
1177583/70;42815;93463;;
1080683;25110;55087;;
4558301/35;36125;79678;;
1859304/2XL;8904;19033;;
4362807;25745;57084;;
M0656084;11919;26570;;
2180531;29338;66718;;
M02933174;12706;73824;;
2181744/SM;32020;70998;;
13859212;22189;49030;;
M0648915/46;24672;54485;;
5341808/RH;23669;52014;;
2035185/71;23042;50717;;
2043609;31076;68872;;
1181734/003;8506;17186;;
1181701/NATURAL FISH;8533;17335;;
M0648505/42;42966;93797;;
1299919;29498;65323;;
1415319;8014;15935;;
M0648505/44;42966;93795;;
6117619/V;30420;76308;;
1484390;42968;93800;;
M0021519/3;8302;16516;;
1181703/SILVER;8549;17634;;
2181040;30070;66671;;
4418401/3536;6551;12558;;
2180354;36788;81079;;
1181701/MOEBI;8533;17336;;
1181701/JAUNE;8533;17337;;
1181701/SHRIMP 043;8533;17334;;
4514722;12717;27664;;
7139093/12;33550;78308;;
2227501/O;26740;59242;;
M0090284;37564;82569;;
47005112;17546;37668;;
M0648505/45;42966;93798;;
M0291865;38428;84374;;
M0813891;42970;93802;;
11818017/054;42163;95824;;
7856054;42930;93694;;
1181813/OY;8554;95825;;
M0835747;42967;93799;;
M0836103;31022;68747;;
M0811913/S;33793;74528;;
M0167861;42969;93801;;
4701102/0.27;17348;37777;;
M0811911/L;33791;93804;;
1043622;15727;35144;;
1271714/005;9171;20033;;
M0656088;11921;26572;;
4264984;36075;79579;;
4514721;12716;27663;;
M0299501;34995;77025;;
4061710/333;11662;25652;;
4700510;17553;37675;;
1181842/008;29238;84289;;
4514754;12721;27668;;
1706002/0842;3873;8400;;
4514752;12720;27667;;
4469408/58;25419;56105;;
1611526/20;23897;52280;;
21799026;7395;14401;;
21799123;7409;14414;;
M0648915/50;24672;54487;;
M0811711/03;38014;83548;;
21799125;7402;14407;;
7393911;15658;35075;;
M02933605;41534;90694;;
2181745/RO;32021;71011;;
M0648915/58;24672;54491;;
M0072033/200;5864;10886;;
4700505;17572;37694;;
4265169;30889;68385;;
m0174325;27270;60364;;
7411817/12;30035;66558;;
7393918;36934;81391;;
2227509;27072;59795;;
2443313;38352;84200;;
2279204/L;2756;4720;;
9111719/15;15143;34448;;
1706002/1042;3873;8399;;
7391155;36852;81177;;
47005120;17557;37679;;
6431829/LA;36712;83483;;
M0813892;42971;93803;;
7410531;42972;93805;;
7413970;42974;93807;;
7361312/1850;3690;7315;;
M0834760/C;6775;12959;;
7411085;42973;93806;;
11638066;32225;71387;;
M0834760/N;6775;12960;;
4514727;12719;27666;;
M0291536/4-10;21823;48138;;
1786304;28537;63087;0;0.00
1611521/2;23898;52281;;
1299887;34722;76443;;
1802577;27938;61817;;
4266568/260;24076;93809;;
1859307/XXL;7521;14534;;
1912103;34771;76514;;
2181806/FT;32023;71021;;
M0291583/20;21989;48505;;
1271750/004;9150;19937;;
1181754/GK;8544;17591;;
1859309/02;8938;19204;;
1299886;34721;76442;;
1001519/100;14542;30944;;
M02933607;12706;90696;;
7413971;42975;93808;;
1181754/WA;8544;17590;;
M0291583/40;21989;48504;;
M01710158;6482;12353;;
21799135;7406;14411;;
1299888;34723;76444;;
1181754/BC;8544;17596;;
4700586;17570;37692;;
4488903/40;36520;80591;;
2279204/XL;2756;4719;;
1859306/XXL;7521;14539;;
M01216166/OV;3834;8273;;
M01216166/AR;3834;8267;;
M01216129/5;3817;72972;;
M01216166/NJ;3834;8270;;
4291410;11642;25570;;
M0174502;8239;16333;;
M0698907/50;33247;73421;;
M0698018/38;3466;93812;;
PR/91304;3453;93813;;
2927462;42976;93810;;
2457599;42977;93811;;
4897535;35441;78229;;
PR/91305;3453;93814;;
1163341/FT;3026;5633;;
M03836999;43721;95830;;
4937439;13814;29863;;
2169404/BR;43718;95826;;
M0834760/T;6775;12961;;
2163823;43720;95829;;
M0666982;34776;76526;;
M0666998;9844;21749;;
1299891;34725;76446;;
8731834/AN;39429;86343;;
2181746/AY;32022;71013;;
M02933210;12706;62916;;
7391012;16871;36471;;
4703625;32108;71213;;
M0252104;29163;64571;;
M0121669/3;3812;8100;;
M02915052/20;21970;48428;;
4026011;38549;84616;;
4828524/46;38874;85145;;
M01216112/1;3830;8247;;
1181720/WMP;8552;17638;;
M0121668/3;3812;8105;;
M02933205;12706;27725;;
21799215;7408;14413;;
1089002;26172;57511;;
21799228;7410;14416;;
7291535/05;26511;58680;;
2181746/CH;32022;71015;;
4026401;39332;86186;;
8007637;30003;66516;;
M0818201/L;28192;62280;;
M0667476;11234;24870;;
4265151;12102;26972;;
M0121704/bb;3837;8284;;
M0101766/008;33056;73025;;
2181746/BP;32022;71017;;
PR/91306;3453;93815;;
4897540;39488;86505;;
M0648915/62;24672;54492;;
M0121676/3;3813;8110;;
M01216170/1;3820;8165;;
M0171197/20;9519;20684;;
M0043321/PM;29405;70883;;
4291750;36041;79516;;
M01216170/2;3820;8167;;
M0648918/CU55;24675;54085;;
1786306;11471;25304;;
2169404/GR;43718;95827;;
1557413;36203;79841;;
4027657;39337;86191;;
PR/91307;3453;93816;;
M0837419/270WS;7612;14877;;
M0837428;35918;79341;;
M0746115;38319;84111;;
21799244;7416;14420;;
4049307/S;22330;49426;;
4331501/10;18655;40281;;
8203219;15369;34780;;
8485611;12802;27813;;
1611512/06;23848;52600;;
M02915111/06;21984;48485;;
21799245;7417;14422;;
M01216136;26759;59286;;
1611512/12;23848;52599;;
M0646076/4;35346;78023;;
7271413/3;13082;28652;;
1611512/08;23848;52601;;
1181861/045;8566;17724;;
7271413/4;13082;28653;;
4056301;38681;84794;;
M01711102/28;6352;11966;;
PR/82417;10486;84978;;
1611512/10;23848;52598;;
21799243;7425;14429;;
M0121694/05;32406;71722;;
1859309/04;8938;19203;;
8485703;28217;62332;;
4331501/20;18655;40280;;
21799246;7428;14434;;
4331501/15;18655;40282;;
4703943;16175;35592;;
M0121695/05;32406;71727;;
21799456;7438;14444;;
M0383699;34882;76780;;
21799459;7431;14436;;
1271785/103;39356;86220;;
M01216131/F;3824;8222;;
1181813/070;8554;17662;;
M0648918/CUE2L;24678;54088;;
PR/91308;3453;93817;;
M0648918/CUE6;24679;54089;;
1739489/59;38976;85393;;
1181841/034;8561;17689;;
7271413/1;13082;28650;;
8203220;15370;34781;;
7857421;6387;12148;;
1163614;3356;6337;;
7857421/15N;6387;12136;;
7857421/15S;6387;67632;;
1181850/P79;8569;17736;;
8486028;30527;67592;;
21799454;7427;14432;;
M0744903;2868;4983;;
8761603/193;16918;54032;;
43033103;5309;9216;;
8761603/285;16918;54033;;
M01710020;6513;12391;;
M02933187;12768;27763;;
1859328/16;8940;19211;;
1181850/P49;8569;17737;;
8761802/192;16925;36777;;
8761803/814;16980;36952;;
21799628;7452;14457;;
1181879/P59;8586;17795;;
PR/91309;3453;93818;;
8761805/052;16934;36811;;
2345105/66;24546;53814;;
4266086;38861;85120;;
M01216143/5;3816;8142;;
4048916/44;22311;49373;;
1181803/U;8580;17769;;
7856131;34469;75931;;
1181803/FW;8580;17774;;
1181880/3094;8586;17791;;
1181858/DC;8563;17700;;
M0648918/CUN2;24684;54094;;
PR/91310;3453;93819;;
2229402/BE;6076;11436;;
M0516101/223204;33448;83828;;
2279204/XXL;2756;4718;;
2043637;31944;70895;;
9111723/40;33011;81896;;
1163615;3357;6338;;
1181862/MT;8575;17756;;
78574212;6597;12686;;
7139093/14;33550;78309;;
2180642;14860;33220;;
4701018;32110;71216;;
M0290747;24164;53392;;
6431840/DA;37994;83490;;
7411728/241;26279;76984;;
1739403/59;18706;40482;;
1002425;13921;30031;;
M01216179;3827;8225;;
M0101129;35515;78532;;
1859002/L;18668;40332;;
2181701/406;27792;71043;;
1157802;33639;74262;;
PR/91311;3453;93820;;
43033085;5468;9650;;
1833360/26;37729;82931;;
4703931;32121;71238;;
PR/62551;6076;65173;;
2181701/WA;27792;71042;;
1181872/218;8599;17851;;
1163309/01;2982;5391;;
M0648919/CU231L;24700;54110;;
1001908;13887;29997;;
M0071204/14-14;5466;9643;;
42665037;35033;77161;;
1299884;34719;76440;;
PR/62552;6076;65174;;
1163309/06;2982;5392;;
1859331/L;8910;19060;;
9111730/109;15149;72933;;
87618219/052;16972;36929;;
1081408;30941;68542;;
1723317/631;13180;29192;;
M0811808/05;18543;39996;;
1181802/VR;8596;17834;;
1163309/03;2982;5393;;
1181872/820;8599;17849;;
1181878/3018;8571;17747;;
4149614/L;23945;52939;;
4488903/42;36520;80594;;
2461802/BL;36015;79472;;
PR/91312;3453;93821;;
5341814/M;23672;52026;;
1002412;13910;30020;;
2043695;43724;95833;;
1181880/3158;8586;17790;;
1155304;34921;76842;;
M0121635/00;3805;8076;;
2403632;25714;57045;;
M0121635/0;3805;8064;;
1161205/08;31578;70064;;
2043662;43722;95831;;
1203649/RE;30187;90722;;
78574087;6370;12066;;
M0121790/12;3842;8345;;
1161205/8;30050;66579;;
1161426/70;2937;5223;;
2035251/9362;23056;58033;;
1181863/767;8599;17852;;
M0745243/3006;2951;5259;;
1181863/316;8599;17855;;
4700121;17516;37638;;
21805156;38224;83924;;
4702407;16109;35526;;
1157813;35996;79438;;
8761865/CM;16938;36836;;
1163309/04;2982;5394;;
1181882/DSH;8591;17811;;
8761865/CS;16938;36837;;
8761865/OT;16938;36838;;
8761871/884;16932;36810;;
M0252811;26527;58732;;
1868901/76;31448;79565;;
1299885;34720;76441;;
6433629;38940;85291;;
M0121790/10;3842;8346;;
1181833/44;8617;17903;;
PR/91313;3453;93822;;
4937801;13827;29876;;
7291504;26501;58670;;
7856010;28872;63941;;
1181875/D37;8610;17895;;
2396002;33528;74015;;
7291529;26509;58678;;
1202145;41538;90700;;
5465710;12545;27440;;
7856034/1025;5124;8945;;
4488903/46;36520;80595;;
M0121755/J;3840;8298;;
M0121640/3;3805;8120;;
1739489/60;38976;85394;;
7410527;27648;61296;;
8486036;43725;95834;;
M0121634/0;3805;8063;;
7139093/16;33550;78310;;
1003816/BG;29779;90715;;
M01216135/O;26764;59296;;
1163313/22;2992;5432;;
1002408;13907;30017;;
1181852/S61;8603;17874;;
7413054;16305;35722;;
M0291502/6;21960;46916;;
1163313/21;2992;5434;;
M0698044/47;3453;93824;;
1299893;34727;76448;;
M0047701;6929;13629;;
1181852/G76;8603;17876;;
1263301/106;9090;19683;;
4514757;12723;27670;;
4514755;12722;27669;;
1859331/XXL;8910;19061;;
5465417;23965;52964;;
M0071204/18-08;5466;9646;;
M0121694/04;32406;71721;;
PR/91314;3453;93823;;
4514773;12733;27680;;
1181883/CCC;8617;17908;;
